अँग्रेज़	ãgrēza
बेख़म	bēḵẖama
बेग़म	bēġma
बेगुनाह	bēgunāha
बेगुनाहों	bēgunāhō̃
बेगूसराय	bēgūsarāya
बेघर	bēghara
बेच	bēca
बेचकर	bēcakara
बेचती	bēcatī
बेचते	bēcatē
बेचने	bēcanē
बेचा	bēcā
बेचारी	bēcārī
बेची	bēcī
बेचे	bēcē
बेजिंग	bējinga
बेजोड़	bējōṛa
बेटा	bēṭā
बेटी	bēṭī
बेटे	bēṭē
बेटों	bēṭō̃
बेड	bēḍa
बेडरूम	bēḍarūma
बेत	bēta
बेतरतीब	bētaratība
बेताज	bētāja
बेतिया	bētiyā
बेतुके	bētukē
बेथलहम	bēthalahama
बेदरे	bēdarē
बेदी	bēdī
बेधड़क	bēdhaṛaka
बेन	bēna
बेनिंग	bēninga
बेनिगनी	bēniganī
बेनिन	bēnina
बेनिनी	bēninī
बेनीपाल	bēnīpāla
बेनेगल	bēnēgala
बेनो	bēnō
बेबसी	bēbasī
बेबाक	bēbāka
बेबी	bēbī
बेबुनियाद	bēbuniyāda
बेमानी	bēmānī
बेमिसाल	bēmisāla
बेमुद्दत	bēmuddata
बेमौके	bēmaukē
बेरहमी	bērahamī
बेरी	bērī
बेरुखी	bērukhī
बेरोक	bērōka
बेरोज़गारी	bērōzagārī
बेल	bēla
बेलगाम	bēlagāma
बेल्जियम	bēljiyama
बेल्ट	bēlṭa
बेल्दा	bēldā
बेलागंज	bēlāgañja
बेलारुस	bēlārusa
बेलारूस	bēlārūsa
बेलिम	bēlima
बेवकूफ़	bēvakūfa
बेवकूफी	bēvakūphī
बेवफ़ाई	bēvafāī
बेवसाइट	bēvasāiṭa
बेवा	bēvā
बेशक	bēśaka
बेस	bēsa
बेस्ट	bēsṭa
बेसब्री	bēsabrī
बेसबॉल	bēsabôla
बेसलान	bēsalāna
बेसस्टेशन	bēsasṭēśana
बेसहारा	bēsahārā
बेसेग़ीर	bēsēġīra
बेहतर	bēhatara
बेहतरी	bēhatarī
बेहतरीन	bēhatarīna
बेहद	bēhada
बेहरतीन	bēharatīna
बेहुल	bēhula
बेहोश	bēhōśa
बेहोशी	bēhōśī
बैंक	bainka
बैंकाक	bainkāka
बैंकॉक	bainkôka
बैंकों	bainkō̃
बैंग	bainga
बैंगलोर	baingalōra
बैंग्लौर	bainglaura
बैंड	baiṇḍa
बैंस	baĩsa
बैच	baica
बैचुंग	baicunga
बैटमैन	baiṭamaina
बैटरियाँ	baiṭariyā̃
बैटरी	baiṭarī
बैट्री	baiṭrī
बैटिंग	baiṭinga
बैठ	baiṭha
बैठक	baiṭhaka
बैठकर	baiṭhakara
बैठके	baiṭhakē
बैठकें	baiṭhakē̃
बैठता	baiṭhatā
बैठते	baiṭhatē
बैठना	baiṭhanā
बैठने	baiṭhanē
बैठा	baiṭhā
बैठी	baiṭhī
बैठे	baiṭhē
बैठेंगे	baiṭhēngē
बैनर	bainara
बैनर्जी	bainarjī
बैपटिस्ट	baipaṭisṭa
बैबिलोनिया	baibilōniyā
बैमबांग	baimabānga
बैर	baira
बैरियर	bairiyara
बैरी	bairī
बैल्कमोर	bailkamōra
बैलून	bailūna
बैश्य	baiśya
बैसाखियों	baisākhiyō̃
बॉंबे	bômbē
बॉक्स	bôksa
बॉक्सिंग	bôksinga
बॉथम	bôthama
बॉदरेन्को	bôdarēnkō
बॉन	bôna
बॉन्ड	bônḍa
बॉब	bôba
बॉबी	bôbī
बॉम्बे	bômbē
बॉयोलॉजी	bôyōlôjī
बॉल	bôla
बॉलीवुड	bôlīvuḍa
बॉस	bôsa
बॉसेज़	bôsēza
बोंकांगो	bōnkāngō
बोंडा	bōṇḍā
बोईंग	bōīnga
बोउ	bōu
बोए	bōē
बोका	bōkā
बोगी	bōgī
बोझ	bōjha
बोट	bōṭa
बोटिचेली	bōṭicēlī
बोतलबंद	bōtalabanda
बोत्सवाना	bōtsavānā
बोत्स्वाना	bōtsvānā
बोते	bōtē
बोध	bōdha
बोना	bōnā
बोनी	bōnī
बोनो	bōnō
बोपन्ना	bōpannā
बोफोर्स	bōphōrsa
बोफ़ोर्स	bōfōrsa
बोया	bōyā
बोर्ड	bōrḍa
बोर्डे	bōrḍē
बोरियों	bōriyō̃
बोल	bōla
बोलचाल	bōlacāla
बोल्ड	bōlḍa
बोलता	bōlatā
बोलते	bōlatē
बोलना	bōlanā
बोलने	bōlanē
बोलबाला	bōlabālā
बोला	bōlā
बोलियाँ	bōliyā̃
बोलिविया	bōliviyā
बोली	bōlī
बोले	bōlē
बोलेंगे	bōlēngē
बोवेन	bōvēna
बोस	bōsa
बोस्टन	bōsṭana
बोहदान	bōhadāna
बौछार	bauchāra
बौद्ध	bauddha
बौध	baudha
बौनी	baunī
बौने	baunē
बौरा	baurā
भंग	bhanga
भंगिमाएँ	bhangimāē̃
भंडार	bhaṇḍāra
भंडारपुर	bhaṇḍārapura
भंसाली	bhaṁsālī
भई	bhaī
भक्त	bhakta
भक्ति	bhakti
भगत	bhagata
भगदड़	bhagadaṛa
भगवान	bhagavāna
भगा	bhagā
भगाए	bhagāē
भगाकर	bhagākara
भगाने	bhagānē
भगोड़ा	bhagōṛā
भजन	bhajana
भजनों	bhajanō̃
भटक	bhaṭaka
भटकाकर	bhaṭakākara
भटकाव	bhaṭakāva
भट्ट	bhaṭṭa
भट्टराई	bhaṭṭarāī
भट्टाराय	bhaṭṭārāya
भट्टी	bhaṭṭī
भटनागर	bhaṭanāgara
भड़क	bhaṛaka
भड़काने	bhaṛakānē
भड़की	bhaṛakī
भड़के	bhaṛakē
भतीजे	bhatījē
भद्दे	bhaddē
भद्र	bhadra
भद्रेश	bhadrēśa
भनक	bhanaka
भय	bhaya
भयंकर	bhayankara
भयानक	bhayānaka
भयावह	bhayāvaha
भयावहता	bhayāvahatā
भर	bhara
भरंगमपाडी	bharangamapāḍī
भरकम	bharakama
भरकर	bharakara
भरत	bharata
भरतनाट्यम	bharatanāṭyama
भरतनाट्यम्	bharatanāṭyam
भर्ती	bhartī
भरना	bharanā
भरनी	bharanī
भरने	bharanē
भरपाई	bharapāī
भरपूर	bharapūra
भरपेट	bharapēṭa
भ्रम	bhrama
भ्रमण	bhramaṇa
भरमार	bharamāra
भ्रष्ट	bhraṣṭa
भ्रष्टाचार	bhraṣṭācāra
भ्रष्टाचारी	bhraṣṭācārī
भरा	bharā
भरी	bharī
भ्रूण	bhrūṇa
भ्रूणों	bhrūṇō̃
भरे	bharē
भरोसा	bharōsā
भरोसे	bharōsē
भरोसेमंद	bharōsēmanda
भल्ला	bhallā
भला	bhalā
भलाई	bhalāī
भले	bhalē
भलोदी	bhalōdī
भवन	bhavana
भव्य	bhavya
भविष्य	bhaviṣya
भविष्यवाणी	bhaviṣyavāṇī
भाँप	bhā̃pa
भाँपने	bhā̃panē
भांग	bhānga
भांगड़ा	bhāngaṛā
भांजी	bhāñjī
भाइयों	bhāiyō̃
भाई	bhāī
भाईचार	bhāīcāra
भाईचारा	bhāīcārā
भाईचारे	bhāīcārē
भाकपा	bhākapā
भाग	bhāga
भागकर	bhāgakara
भागता	bhāgatā
भागते	bhāgatē
भागदौड़	bhāgadauṛa
भागना	bhāganā
भागने	bhāganē
भागम	bhāgama
भाग्य	bhāgya
भाग्यशाली	bhāgyaśālī
भागा	bhāgā
भागीदारी	bhāgīdārī
भागे	bhāgē
भागों	bhāgō̃
भाजपा	bhājapā
भाटिया	bhāṭiyā
भाटी	bhāṭī
भाड़	bhāṛa
भाड़े	bhāṛē
भाता	bhātā
भादुडी	bhāduḍī
भादुड़ी	bhāduṛī
भादौर	bhādaura
भानुप्रताप	bhānupratāpa
भाप	bhāpa
भाभा	bhābhā
भार्गव	bhārgava
भारत	bhārata
भारतभूमि	bhāratabhūmi
भारतभूषण	bhāratabhūṣaṇa
भारतवासियों	bhāratavāsiyō̃
भारताय	bhāratāya
भारती	bhāratī
भारतीय	bhāratīya
भारतीयकरण	bhāratīyakaraṇa
भारतीयता	bhāratīyatā
भारतीयों	bhāratīyō̃
भारद्वाज	bhāradvāja
भारी	bhārī
भारोत्तोलक	bhārōttōlaka
भारोत्तोलकों	bhārōttōlakō̃
भारोत्तोलन	bhārōttōlana
भाव	bhāva
भावना	bhāvanā
भावनाएँ	bhāvanāē̃
भावनाएं	bhāvanāē̃
भावनाओं	bhāvanāō̃
भावनात्मक	bhāvanātmaka
भावविभोर	bhāvavibhōra
भावी	bhāvī
भावुक	bhāvuka
भावुकता	bhāvukatā
भाषण	bhāṣaṇa
भाषणों	bhāṣaṇō̃
भाषा	bhāṣā
भाषाई	bhāṣāī
भाषाएँ	bhāṣāē̃
भाषाएं	bhāṣāē̃
भाषाओं	bhāṣāō̃
भाषायें	bhāṣāyē̃
भाषाविद	bhāṣāvida
भाषाविदों	bhāṣāvidō̃
भाषी	bhāṣī
भास्कर	bhāskara
भिंगोया	bhingōyā
भिंडरांवाले	bhiṇḍarā̃vālē
भिंडरावाला	bhiṇḍarāvālā
भिंडरावाले	bhiṇḍarāvālē
भिक्षु	bhikṣu
भिड़	bhiṛa
भिड़ंत	bhiṛanta
भिड़वाते	bhiṛavātē
भिड़ी	bhiṛī
भिड़े	bhiṛē
भिड़ेंगे	bhiṛēngē
भिन्न	bhinna
भिन्ना	bhinnā
भिलाई	bhilāī
भिवंडी	bhivaṇḍī
भी	bhī
भींग	bhīnga
भीख	bhīkha
भीड़	bhīṛa
भीड़भाड़	bhīṛabhāṛa
भीतर	bhītara
भीतरी	bhītarī
भीमकाय	bhīmakāya
भीलवाड़ा	bhīlavāṛā
भीषण	bhīṣaṇa
भीषणता	bhīṣaṇatā
भीषम	bhīṣama
भुखमरी	bhukhamarī
भुगत	bhugata
भुगतते	bhugatatē
भुगतना	bhugatanā
भुगतने	bhugatanē
भुगता	bhugatā
भुगतान	bhugatāna
भुन	bhuna
भुना	bhunā
भुनाकर	bhunākara
भुनाने	bhunānē
भुला	bhulā
भुलाए	bhulāē
भुलाकर	bhulākara
भुलाने	bhulānē
भुलाया	bhulāyā
भुवन	bhuvana
भुवनशंकर	bhuvanaśankara
भू	bhū
भूंकप	bhūnkapa
भूकंप	bhūkampa
भूकंपीय	bhūkampīya
भूकंपों	bhūkampō̃
भूख	bhūkha
भूखा	bhūkhā
भूखे	bhūkhē
भूखों	bhūkhō̃
भूगर्भ	bhūgarbha
भूगर्भशास्त्रियों	bhūgarbhaśāstriyō̃
भूगर्भशास्त्री	bhūgarbhaśāstrī
भूगर्भीय	bhūgarbhīya
भूगोल	bhūgōla
भूटान	bhūṭāna
भूटिया	bhūṭiyā
भूत	bhūta
भूतकाल	bhūtakāla
भूतल	bhūtala
भूनने	bhūnanē
भूना	bhūnā
भूनी	bhūnī
भूपति	bhūpati
भूपिंदर	bhūpindara
भूपेंद्र	bhūpēndra
भूपेन्द्र	bhūpēndra
भूम	bhūma
भूमंडलीकरण	bhūmaṇḍalīkaraṇa
भूमि	bhūmi
भूमिका	bhūmikā
भूमिकाएँ	bhūmikāē̃
भूमिकाओं	bhūmikāō̃
भूरा	bhūrā
भूरी	bhūrī
भूल	bhūla
भूलकर	bhūlakara
भूलता	bhūlatā
भूलते	bhūlatē
भूलना	bhūlanā
भूलनी	bhūlanī
भूला	bhūlā
भूलिए	bhūliē
भूलूंगी	bhūlūngī
भूले	bhūlē
भूलेंगें	bhūlēngē̃
भूलेगा	bhūlēgā
भूलों	bhūlō̃
भूषण	bhūṣaṇa
भेंट	bhēṇṭa
भेज	bhēja
भेजकर	bhējakara
भेजता	bhējatā
भेजती	bhējatī
भेजना	bhējanā
भेजनी	bhējanī
भेजने	bhējanē
भेजा	bhējā
भेजिए	bhējiē
भेजी	bhējī
भेजे	bhējē
भेजें	bhējē̃
भेजेंगे	bhējēngē
भेजेगा	bhējēgā
भेजो	bhējō
भेड़िए	bhēṛiē
भेड़िया	bhēṛiyā
भेड़ियों	bhēṛiyō̃
भेद	bhēda
भेदभाव	bhēdabhāva
भोंकने	bhōnkanē
भोंडी	bhōṇḍī
भोजन	bhōjana
भोजपुरी	bhōjapurī
भोपाल	bhōpāla
भोपाली	bhōpālī
भोला	bhōlā
भोलापन	bhōlāpana
भौगोलिक	bhaugōlika
भौतिक	bhautika
भौतिकविज्ञान	bhautikavijñāna
भौतिकविदों	bhautikavidō̃
भौतिकी	bhautikī
भौमिक	bhaumika
मँडराने	mam̐ḍarānē
मंकीज़	mankīza
मंगल	mangala
मंगलवार	mangalavāra
मंगलौर	mangalaura
मंगाई	mangāī
मंगेतर	mangētara
मंगेश	mangēśa
मंगेशकर	mangēśakara
मंगोल	mangōla
मंच	mañca
मंचन	mañcana
मंजर	mañjara
मंज़र	maṁzara
मंजरेकर	mañjarēkara
मंज़िल	maṁzila
मंज़िली	maṁzilī
मंज़िलें	maṁzilē̃
मंजीत	mañjīta
मंज़ूम	maṁzūma
मंज़ूर	maṁzūra
मंजूरी	mañjūrī
